Season,game_id,home_team_id,Home Team,away_team_id,Away Team,Home Shots,Home Shots Blocked,Home Power Play Opportunities,Home PIM,Home Player Hits,Home Giveaways,Home Takeaways,Home Injured Players,Away Shots,Away Shots Blocked,Away Power Play Opportunities,Away PIM,Away Player Hits,Away Giveaways,Away Takeaways,Away Injured Players
2013,2013021096,14,Tampa Bay Lightning (TBL),2,NY Islanders Islanders (NYI),29.843910256500003,13.8522435895,3.268269231,10.573397436,22.087820512999997,8.530769231,7.107371795000001,2.5951923075,29.2012820515,14.5599358975,3.280128205,11.436858974500002,22.692628205,7.843269231,7.6541666665,2.757371795
2015,2015020908,10,Toronto Maple Leafs (TOR),12,Carolina Hurricanes (CAR),28.6045321635,14.3384502925,2.6176900585,8.129385965,24.660087719,7.847222222,8.5073099415,2.7609649125,30.1162280705,12.998538011499999,3.164473684,6.7178362575,22.6593567255,8.326754386,8.0211988305,2.5453216375
2010,2010020560,17,Detroit Red Wings (DET),2,NY Islanders Islanders (NYI),32.377992278,12.782625482499999,4.168339768499999,12.4332046335,20.845173745,9.438223938,7.957142857,2.4552123554999996,28.8814671815,15.4173745175,3.976833977,13.846718147,23.8664092665,8.6984555985,7.8888030890000005,2.4305019305
2009,2009020826,22,Edmonton Oilers (EDM),12,Carolina Hurricanes (CAR),29.3310897435,15.6826923075,4.066025641,13.532051282000001,20.3153846155,9.630769231,6.6798076925,2.3564102565000002,31.1689102565,12.646153846,3.9032051279999997,14.0560897435,23.028846154,9.2990384615,7.660256410500001,2.2262820515
2016,2016021039,15,Washington Capitals (WSH),18,Nashville Predators (NSH),30.175793650499998,14.042857142999999,3.1555555555000003,9.117857143,20.8253968255,9.6825396825,7.128968254,2.4345238095,30.112698412500002,13.986111111,3.4511904765,9.109920635,20.8333333335,9.277380952000001,8.00515873,2.509126984
2010,2010020947,19,St Louis Blues (STL),20,Calgary Flames (CGY),29.3415915915,13.06981982,3.9162912915,14.938438437999999,21.5495495495,7.2702702705,6.599099099,2.2424924925,29.312312312499998,13.59984985,3.9977477475,15.522522522500001,21.823948949,7.667042041999999,6.5334084085,2.626126126
2008,2008020728,20,Calgary Flames (CGY),18,Nashville Predators (NSH),30.2222222225,10.486111111,4.7916666665,14.847222222500001,18.1944444445,8.75,7.0,2.625,29.1666666665,13.347222222,4.3055555555,15.416666667000001,18.5,7.111111111,7.236111111,2.3472222225
2009,2009020732,28,San Jose Sharks (SJS),20,Calgary Flames (CGY),30.755448718,14.046794872,3.9118589745000003,14.892628205000001,21.494230768999998,9.003205128000001,6.4362179484999995,2.0160256409999997,29.048397436000002,13.510897436,3.7820512820000003,14.4798076925,22.5435897435,9.201282051500002,7.008012820499999,2.519551282
2009,2009021013,23,Vancouver Canucks (VAN),9,Ottawa Senators (OTT),29.1125,12.625,4.137499999999999,13.912500000000001,20.65,8.05,7.262499999999999,2.45,29.45,13.95,3.6875,14.8125,21.925,8.125,7.7749999999999995,2.1625
2003,2003020751,10,Toronto Maple Leafs (TOR),12,Carolina Hurricanes (CAR),26.150584795,12.8976608185,4.504385965,17.1790935675,16.182748538,9.695175439,5.89254386,2.6959064325,28.8040935675,11.361111111,4.7521929825,15.7631578945,16.8676900585,9.5416666665,5.9210526315,2.677631579
