Season,team_id,Team,Shots,Shots Blocked,Power Play Opportunities,PIM,Player Hits,Giveaways,Takeaways,Injured Players
2013,2,NY Islanders Islanders (NYI),29.535714286,15.535714286,3.071428571,11.035714286,23.035714286,9.571428571,6.964285714,2.714285714
2013,25,Dallas Stars (DAL),32.105263158,18.105263158,3.105263158,11.368421053,22.526315789,7.473684211,9.052631579,2.631578947
2003,19,St Louis Blues (STL),24.4,10.5,4.8,19.6,16.7,9.5,4.7,1.9
2003,17,Detroit Red Wings (DET),24.230769231,13.538461538,4.384615385,15.692307692,13.692307692,7.307692308,6.076923077,1.923076923
2014,53,Arizona Coyotes (ARI),31.681818182,16.454545455,3.363636364,8.954545455,27.409090909,6.272727273,6.863636364,2.818181818
2011,8,Montreal Canadiens (MTL),28.666666667,15.416666667,3.791666667,9.625,21.125,9.666666667,6.875,2.583333333
2016,18,Nashville Predators (NSH),30.15,17.3,3.25,8.15,20.85,8.6,6.2,2.7
2011,28,San Jose Sharks (SJS),27.266666667,19.2,2.933333333,9.2,24.066666667,9.266666667,7,2.333333333
2011,26,Los Angeles Kings (LAK),29.25,16.9,3.85,8.95,22.3,9.25,5.65,2.65
2010,11,Atlanta Thrashers (ATL),33.761904762,12.857142857,3.428571429,14.095238095,20.047619048,7.476190476,7.952380952,2.285714286
2011,16,Chicago Blackhawks (CHI),29.857142857,14.071428571,3.285714286,11.071428571,25.357142857,7.357142857,8.357142857,2.857142857
2014,23,Vancouver Canucks (VAN),30.642857143,14.142857143,3.785714286,10.071428571,20.285714286,9.428571429,7.142857143,2.642857143
2005,30,Minnesota Wild (MIN),32.857142857,12.666666667,4.952380952,16.238095238,15.047619048,8.904761905,7.523809524,2.285714286
2005,4,Philadelphia Flyers (PHI),29.928571429,13.642857143,6,15.642857143,17.285714286,11.357142857,6.357142857,2.142857143
2010,30,Minnesota Wild (MIN),31.35,14.45,3.8,11.25,20.95,6.65,5.8,2.55
2008,24,Anaheim Ducks (ANA),31,10.833333333,5.277777778,16.666666667,18.055555556,7.944444444,6.944444444,2.555555556
2011,1,New Jersey Devils (NJD),27.875,12.75,3.5625,10.5625,18.6875,5.25,5.375,2.5625
2006,13,Florida Panthers (FLA),29.692307692,14.884615385,5.461538462,11.923076923,19.192307692,10.730769231,9.153846154,2.076923077
2008,4,Philadelphia Flyers (PHI),30.470588235,13.411764706,5.647058824,15.764705882,21.705882353,8.117647059,7.117647059,2.176470588
2003,7,Buffalo Sabres (BUF),26.4,12,4.9,17.55,11.55,10.25,5.7,2.7
2006,20,Calgary Flames (CGY),31.722222222,13.388888889,5.833333333,14.555555556,17.388888889,12.333333333,11.111111111,2.222222222
2005,9,Ottawa Senators (OTT),29.333333333,17.555555556,8,16.666666667,19.333333333,8.444444444,7.111111111,2.111111111
2006,21,Colorado Avalanche (COL),29.1,15.6,5.05,13.6,15.5,7.85,8.65,2.3
2008,16,Chicago Blackhawks (CHI),31.357142857,11.857142857,4,15.714285714,22.071428571,6.928571429,6.285714286,2.357142857
2016,12,Carolina Hurricanes (CAR),27.421052632,16.894736842,2.421052632,6.736842105,23.315789474,12.894736842,7.684210526,2.368421053
2018,52,Winnipeg Jets (WPG),31.071428571,15.571428571,3.142857143,9.142857143,15.928571429,11.285714286,6.928571429,2.928571429
2016,3,NY Rangers Rangers (NYR),27.538461538,15.230769231,2.615384615,6.307692308,18.923076923,9,7.692307692,2.692307692
2010,3,NY Rangers Rangers (NYR),28.3125,15.0625,3.3125,13.0625,27.0625,5.5625,5.875,2.1875
2018,10,Toronto Maple Leafs (TOR),29.923076923,19,2.769230769,11.846153846,26.076923077,12.615384615,9.692307692,2.692307692
2005,17,Detroit Red Wings (DET),29.166666667,15.666666667,5.833333333,12.75,14.5,10.083333333,8.25,1.416666667
2013,28,San Jose Sharks (SJS),28.928571429,17.571428571,2.285714286,10.857142857,26.142857143,9.571428571,7.285714286,2.642857143
