team_id,team,game_id,type,season,date_time_GMT,HoA,won,goals,shots,hits,pim,powerPlayOpportunities,injured_player_count,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways,blocked
2,NY Islanders Islanders (NYI),2006020264,R,2006,November,away,True,3,22,24,14,6,1,1,,15,10,18
6,Boston Bruins (BOS),2018020489,R,2018,December,away,False,3,51,35,2,2,3,0,60.6,3,6,7
6,Boston Bruins (BOS),2005020335,R,2005,November,home,False,3,28,13,12,4,3,0,,2,4,7
30,Minnesota Wild (MIN),2002020229,R,2002,November,home,False,2,23,2,21,9,,1,,0,0,0
25,Dallas Stars (DAL),2018020460,R,2018,December,away,False,2,24,31,10,4,2,2,50,7,7,20
14,Tampa Bay Lightning (TBL),2016020443,R,2016,December,away,True,6,35,10,15,5,3,1,57.7,3,1,17
20,Calgary Flames (CGY),2009020581,R,2009,December,away,True,4,23,26,30,5,2,1,,16,4,11
28,San Jose Sharks (SJS),2000020125,R,2000,October,away,True,3,22,,27,5,,0,,,,
10,Toronto Maple Leafs (TOR),2002020157,R,2002,November,home,False,2,32,1,35,6,,2,,0,0,0
7,Buffalo Sabres (BUF),2011020276,R,2011,November,home,False,2,45,13,9,1,2,0,53.7,12,9,18
29,Columbus Blue Jackets (CBJ),2017020503,R,2017,December,away,False,1,36,15,4,4,2,0,53.4,7,14,6
21,Colorado Avalanche (COL),2015020355,R,2015,December,away,False,3,28,51,6,3,2,0,37,14,6,16
21,Colorado Avalanche (COL),2017020048,R,2017,October,home,True,6,37,15,18,5,3,1,48.6,7,12,17
18,Nashville Predators (NSH),2015020537,R,2015,December,home,True,5,35,16,2,2,3,2,61,14,8,10
25,Dallas Stars (DAL),2006020394,R,2006,December,home,True,1,13,39,8,2,3,1,,9,14,13
52,Winnipeg Jets (WPG),2011020066,R,2011,October,home,True,2,34,21,18,4,3,0,50,4,5,11
14,Tampa Bay Lightning (TBL),2001020557,R,2001,December,home,False,2,32,,4,4,,0,,,,
8,Montreal Canadiens (MTL),2000020343,R,2000,November,home,True,3,28,,13,4,,0,,,,
4,Philadelphia Flyers (PHI),2008020367,R,2008,December,home,False,2,31,18,20,5,2,2,,23,8,17
30,Minnesota Wild (MIN),2013020082,R,2013,October,away,False,1,37,23,8,5,3,1,61.8,10,10,11
11,Atlanta Thrashers (ATL),2008020347,R,2008,November,home,False,2,30,9,13,2,2,0,,6,3,19
17,Detroit Red Wings (DET),2006020415,R,2006,December,home,True,4,43,16,10,10,2,2,,23,15,6
28,San Jose Sharks (SJS),2013020410,R,2013,December,away,True,4,41,19,11,4,3,1,47.8,7,9,9
17,Detroit Red Wings (DET),2018020335,R,2018,November,away,False,1,32,12,6,3,2,0,42.4,5,9,14
23,Vancouver Canucks (VAN),2009020147,R,2009,October,home,True,2,29,13,17,4,3,1,,5,10,9
9,Ottawa Senators (OTT),2005020185,R,2005,November,away,True,10,36,9,26,4,1,2,,12,3,9
28,San Jose Sharks (SJS),2006020486,R,2006,December,home,True,4,29,20,21,6,3,2,,11,5,9
7,Buffalo Sabres (BUF),2002020137,R,2002,October,away,False,1,31,3,22,7,,0,,0,0,0
26,Los Angeles Kings (LAK),2007020278,R,2007,November,home,False,0,28,18,6,5,,0,,19,8,13
26,Los Angeles Kings (LAK),2016020128,R,2016,October,away,False,0,32,37,14,2,2,0,49.1,4,4,16
24,Anaheim Ducks (ANA),2005020034,R,2005,October,away,False,2,35,19,10,5,3,0,,5,6,6
8,Montreal Canadiens (MTL),2010020311,R,2010,November,home,True,4,33,20,8,3,3,1,42.1,10,8,20
23,Vancouver Canucks (VAN),2002020045,R,2002,October,home,False,3,26,2,10,3,,1,,0,0,0
12,Carolina Hurricanes (CAR),2000020048,R,2000,October,away,False,2,24,,15,2,,0,,,,
1,New Jersey Devils (NJD),2011020026,R,2011,October,home,True,4,26,12,14,5,3,1,50,3,5,10
26,Los Angeles Kings (LAK),2002020484,R,2002,December,home,True,5,36,8,22,7,,1,,0,0,0
21,Colorado Avalanche (COL),2005020150,R,2005,October,home,True,6,30,11,28,8,3,3,,9,17,14
24,Anaheim Ducks (ANA),2003020399,R,2003,December,home,True,4,37,7,33,5,3,2,,12,17,6
22,Edmonton Oilers (EDM),2014020294,R,2014,November,home,False,0,29,18,4,4,3,0,46.6,19,5,6
3,NY Rangers Rangers (NYR),2000020209,R,2000,November,home,True,4,41,,14,5,,2,,,,
14,Tampa Bay Lightning (TBL),2016020116,R,2016,October,away,False,1,33,24,7,4,2,0,45.8,3,8,2
53,Arizona Coyotes (ARI),2017020280,R,2017,November,away,True,5,32,19,22,5,3,2,55.4,7,3,20
23,Vancouver Canucks (VAN),2011020517,R,2011,December,home,False,1,30,30,7,2,1,0,51.9,4,6,10
26,Los Angeles Kings (LAK),2007020095,R,2007,October,away,False,3,34,4,17,8,,2,,9,6,15
26,Los Angeles Kings (LAK),2003020211,R,2003,November,away,True,3,30,9,4,3,2,0,,10,8,14
23,Vancouver Canucks (VAN),2000020435,R,2000,December,home,False,1,18,,8,6,,0,,,,
4,Philadelphia Flyers (PHI),2016020144,R,2016,November,home,True,4,40,22,9,1,2,0,44,8,1,19
29,Columbus Blue Jackets (CBJ),2009020144,R,2009,October,away,True,6,37,22,6,2,3,0,,7,2,9
16,Chicago Blackhawks (CHI),2001020039,R,2001,October,away,False,0,11,,27,8,,0,,,,
17,Detroit Red Wings (DET),2016020144,R,2016,November,away,False,3,25,16,9,1,2,0,56,10,8,15
16,Chicago Blackhawks (CHI),2013020061,R,2013,October,home,True,3,28,18,6,4,3,0,53.8,10,14,13
24,Anaheim Ducks (ANA),2008020442,R,2008,December,home,True,4,34,24,13,5,2,0,,11,7,5
14,Tampa Bay Lightning (TBL),2016020508,R,2016,December,away,False,0,23,11,4,3,3,0,47.5,8,5,9
18,Nashville Predators (NSH),2018020599,R,2018,December,away,True,6,34,14,2,3,3,1,58.6,11,17,22
3,NY Rangers Rangers (NYR),2002020287,R,2002,November,away,False,4,27,1,15,3,,0,,0,0,0
19,St Louis Blues (STL),2002020314,R,2002,November,home,False,1,33,6,76,7,,1,,0,0,0
11,Atlanta Thrashers (ATL),2003020467,R,2003,December,home,False,0,15,17,15,3,3,0,,8,7,26
7,Buffalo Sabres (BUF),2000020328,R,2000,November,away,True,5,19,,38,2,,0,,,,
9,Ottawa Senators (OTT),2015020246,R,2015,November,home,False,1,23,27,11,3,2,1,54.7,10,7,15
10,Toronto Maple Leafs (TOR),2014020066,R,2014,October,away,False,0,30,28,12,5,3,0,40.3,4,5,6
17,Detroit Red Wings (DET),2005020017,R,2005,October,away,True,4,27,16,24,7,3,2,,8,4,12
8,Montreal Canadiens (MTL),2000020135,R,2000,October,away,False,1,38,,2,6,,0,,,,
9,Ottawa Senators (OTT),2008020497,R,2008,December,away,False,4,21,18,4,2,2,1,,14,7,14
4,Philadelphia Flyers (PHI),2011020165,R,2011,November,away,True,3,26,16,31,3,3,0,34.5,7,3,18
29,Columbus Blue Jackets (CBJ),2002020067,R,2002,October,home,True,4,22,2,19,4,,2,,0,0,0
5,Pittsburgh Penguins (PIT),2017020532,R,2017,December,home,True,2,41,33,26,5,2,2,43.2,9,7,10
19,St Louis Blues (STL),2003020155,R,2003,November,home,False,2,33,28,10,4,3,0,,13,3,11
20,Calgary Flames (CGY),2007020290,R,2007,November,away,False,1,30,16,8,4,,0,,8,7,11
30,Minnesota Wild (MIN),2013020342,R,2013,November,away,True,2,35,12,4,2,3,0,48.1,10,2,11
3,NY Rangers Rangers (NYR),2007020092,R,2007,October,away,False,3,36,17,31,8,,3,,4,6,9
29,Columbus Blue Jackets (CBJ),2009020578,R,2009,December,home,True,1,40,39,20,3,3,0,,3,4,19
1,New Jersey Devils (NJD),2007020257,R,2007,November,home,False,2,24,19,10,5,,0,,10,8,5
26,Los Angeles Kings (LAK),2014020526,R,2014,December,home,True,3,29,36,4,4,3,2,46.3,17,4,12
17,Detroit Red Wings (DET),2008020167,R,2008,November,away,True,3,23,10,19,5,2,3,,4,10,14
27,Phoenix Coyotes (PHX),2007020033,R,2007,October,home,False,1,37,27,6,4,,0,,8,3,8
27,Phoenix Coyotes (PHX),2006020319,R,2006,November,home,True,3,27,18,12,2,2,0,,7,2,16
7,Buffalo Sabres (BUF),2011020085,R,2011,October,away,True,3,38,21,7,3,3,1,45.8,1,6,10
25,Dallas Stars (DAL),2017020207,R,2017,November,home,True,5,22,14,10,1,3,1,45.1,6,10,14
13,Florida Panthers (FLA),2007020128,R,2007,October,home,True,4,42,14,4,4,,1,,5,10,7
19,St Louis Blues (STL),2006020483,R,2006,December,away,False,2,35,12,16,6,3,1,,1,3,17
16,Chicago Blackhawks (CHI),2014020330,R,2014,November,away,True,3,45,16,4,6,2,2,61.5,7,8,12
1,New Jersey Devils (NJD),2013020016,R,2013,October,home,False,3,29,13,4,2,3,0,46.2,11,7,9
30,Minnesota Wild (MIN),2007020478,R,2007,December,away,True,2,24,14,18,8,,1,,15,4,17
22,Edmonton Oilers (EDM),2013020064,R,2013,October,away,False,5,31,41,6,4,3,1,60,18,5,20
8,Montreal Canadiens (MTL),2003020171,R,2003,November,home,False,2,28,23,15,7,2,1,,14,12,22
27,Phoenix Coyotes (PHX),2010020297,R,2010,November,away,True,3,28,14,0,3,3,0,50,6,5,23
3,NY Rangers Rangers (NYR),2006020391,R,2006,December,home,False,4,43,21,6,6,2,1,,11,7,10
5,Pittsburgh Penguins (PIT),2007020472,R,2007,December,away,True,3,40,15,11,6,,1,,5,9,13
18,Nashville Predators (NSH),2008020415,R,2008,December,away,False,1,26,19,10,3,3,0,,2,1,15
24,Anaheim Ducks (ANA),2009020248,R,2009,November,away,False,1,32,25,6,6,2,0,,4,4,3
2,NY Islanders Islanders (NYI),2017020323,R,2017,November,home,True,4,39,10,4,5,3,2,52.2,17,5,10
29,Columbus Blue Jackets (CBJ),2005020449,R,2005,December,home,False,1,24,16,12,8,2,1,,5,1,2
14,Tampa Bay Lightning (TBL),2002020408,R,2002,December,away,False,1,21,2,8,5,,1,,0,0,0
7,Buffalo Sabres (BUF),2007020536,R,2007,December,home,False,3,32,24,16,3,,1,,14,5,16
16,Chicago Blackhawks (CHI),2007020153,R,2007,October,home,False,2,31,11,14,8,,2,,8,4,6
1,New Jersey Devils (NJD),2002020362,R,2002,December,away,True,1,26,0,33,2,,0,,0,0,0
1,New Jersey Devils (NJD),2001020507,R,2001,December,away,False,2,35,,12,2,,2,,,,
5,Pittsburgh Penguins (PIT),2007020373,R,2007,December,away,False,2,32,22,14,4,,1,,5,10,9
4,Philadelphia Flyers (PHI),2000020101,R,2000,October,home,False,3,32,,11,3,,0,,,,
4,Philadelphia Flyers (PHI),2010020084,R,2010,October,home,False,2,42,13,13,5,3,0,44.8,9,12,8
6,Boston Bruins (BOS),2002020108,R,2002,October,home,True,4,31,3,15,3,,1,,0,0,0
29,Columbus Blue Jackets (CBJ),2001020033,R,2001,October,home,False,2,30,,19,6,,0,,,,
1,New Jersey Devils (NJD),2015020252,R,2015,November,home,True,4,37,20,10,4,2,1,56.7,5,11,5
27,Phoenix Coyotes (PHX),2010020067,R,2010,October,away,False,2,38,14,8,2,3,0,58.7,5,4,5
7,Buffalo Sabres (BUF),2010020507,R,2010,December,home,False,3,48,22,22,5,3,1,42.6,7,1,10
30,Minnesota Wild (MIN),2013020196,R,2013,November,home,True,4,25,11,4,1,2,0,50.8,6,3,21
24,Anaheim Ducks (ANA),2007020270,R,2007,November,away,True,6,32,29,12,3,,0,,14,9,13
24,Anaheim Ducks (ANA),2009020079,R,2009,October,home,True,3,35,9,13,4,3,0,,8,5,10
22,Edmonton Oilers (EDM),2006020155,R,2006,October,home,True,4,28,17,11,6,3,2,,25,12,18
29,Columbus Blue Jackets (CBJ),2002020292,R,2002,November,away,False,4,21,1,16,6,,0,,0,0,0
4,Philadelphia Flyers (PHI),2003020005,R,2003,October,home,True,2,26,8,23,6,3,2,,13,8,13
5,Pittsburgh Penguins (PIT),2015020228,R,2015,November,home,True,3,34,25,8,4,2,0,48.6,10,8,12
28,San Jose Sharks (SJS),2007020445,R,2007,December,home,True,4,30,21,18,3,,1,,7,4,15
13,Florida Panthers (FLA),2015020467,R,2015,December,away,True,5,26,15,6,3,3,1,47.4,1,5,5
7,Buffalo Sabres (BUF),2010020036,R,2010,October,home,False,0,24,5,11,2,3,0,47.7,11,5,11
15,Washington Capitals (WSH),2002020258,R,2002,November,away,False,0,17,0,14,2,,0,,0,0,0
1,New Jersey Devils (NJD),2015020543,R,2015,December,home,True,3,24,23,2,2,3,0,39,5,7,13
3,NY Rangers Rangers (NYR),2011020408,R,2011,December,home,False,2,30,25,30,6,2,1,44,8,9,18
17,Detroit Red Wings (DET),2000020248,R,2000,November,away,True,3,34,,15,5,,2,,,,
2,NY Islanders Islanders (NYI),2018020211,R,2018,November,home,False,3,24,23,8,4,3,0,51.9,14,12,23
21,Colorado Avalanche (COL),2000020506,R,2000,December,home,True,5,26,,10,4,,2,,,,
9,Ottawa Senators (OTT),2007020041,R,2007,October,away,True,3,36,16,6,4,,1,,5,11,12
16,Chicago Blackhawks (CHI),2007020532,R,2007,December,home,True,3,34,17,24,5,,1,,4,7,12
4,Philadelphia Flyers (PHI),2002020130,R,2002,October,home,True,2,28,2,12,7,,0,,0,0,0
5,Pittsburgh Penguins (PIT),2011020281,R,2011,November,away,False,2,41,23,8,2,2,0,47.7,1,6,4
22,Edmonton Oilers (EDM),2016020228,R,2016,November,home,False,1,39,29,0,2,2,0,53.3,12,4,10
25,Dallas Stars (DAL),2009020162,R,2009,October,home,True,4,36,33,4,3,2,1,,11,9,13
15,Washington Capitals (WSH),2005020020,R,2005,October,home,False,3,22,25,21,7,3,2,,16,11,18
30,Minnesota Wild (MIN),2002020401,R,2002,December,away,True,4,23,3,21,8,,1,,0,0,0
29,Columbus Blue Jackets (CBJ),2010020445,R,2010,December,away,False,2,24,13,6,1,3,1,51.1,13,9,15
23,Vancouver Canucks (VAN),2000020475,R,2000,December,home,True,4,26,,17,3,,1,,,,
2,NY Islanders Islanders (NYI),2010020175,R,2010,November,away,False,1,29,25,11,2,1,1,56.8,12,8,15
7,Buffalo Sabres (BUF),2000020194,R,2000,November,away,False,0,18,,17,2,,0,,,,
10,Toronto Maple Leafs (TOR),2008020172,R,2008,November,home,False,4,42,17,4,3,3,1,,15,7,25
18,Nashville Predators (NSH),2016020155,R,2016,November,away,False,2,37,14,6,7,3,1,42.4,0,4,10
28,San Jose Sharks (SJS),2000020502,R,2000,December,away,False,3,28,,17,3,,1,,,,
21,Colorado Avalanche (COL),2011020106,R,2011,October,away,True,4,24,42,6,0,3,0,43.5,2,6,8
21,Colorado Avalanche (COL),2015020418,R,2015,December,home,False,2,26,25,4,5,2,0,50,5,3,13
2,NY Islanders Islanders (NYI),2010020257,R,2010,November,home,False,2,36,27,20,4,3,0,47.5,8,5,11
10,Toronto Maple Leafs (TOR),2002020385,R,2002,December,away,False,2,15,0,30,3,,0,,0,0,0
30,Minnesota Wild (MIN),2008020388,R,2008,December,away,False,0,32,17,11,3,3,0,,7,6,12
28,San Jose Sharks (SJS),2015020419,R,2015,December,away,False,3,28,18,14,3,3,0,37.9,15,5,14
5,Pittsburgh Penguins (PIT),2008020310,R,2008,November,away,True,5,30,18,13,3,2,0,,12,16,10
20,Calgary Flames (CGY),2006020060,R,2006,October,away,False,4,30,8,14,3,1,0,,9,5,17
28,San Jose Sharks (SJS),2017020124,R,2017,October,away,True,4,24,18,12,1,3,0,45.5,10,11,11
14,Tampa Bay Lightning (TBL),2013020476,R,2013,December,home,True,1,27,21,8,4,2,0,46.3,11,9,13
21,Colorado Avalanche (COL),2007020418,R,2007,December,home,True,2,32,15,10,5,,1,,7,10,14
26,Los Angeles Kings (LAK),2014020250,R,2014,November,home,True,3,37,50,11,3,3,2,51.5,12,3,13
30,Minnesota Wild (MIN),2018020305,R,2018,November,away,False,1,40,16,6,3,2,1,55.2,7,12,9
10,Toronto Maple Leafs (TOR),2011020277,R,2011,November,home,True,7,29,28,14,5,2,3,44.1,22,9,13
24,Anaheim Ducks (ANA),2008020077,R,2008,October,home,False,1,33,25,13,4,2,0,,14,8,6
27,Phoenix Coyotes (PHX),2009020519,R,2009,December,away,False,2,41,21,24,4,2,0,,8,4,4
19,St Louis Blues (STL),2000020196,R,2000,November,home,False,0,36,,13,4,,0,,,,
8,Montreal Canadiens (MTL),2016020340,R,2016,November,away,False,1,40,15,23,3,2,0,47.1,13,7,10
12,Carolina Hurricanes (CAR),2010020109,R,2010,October,away,True,4,41,17,9,4,3,1,32.2,3,3,18
8,Montreal Canadiens (MTL),2000020364,R,2000,December,away,True,4,18,,8,4,,2,,,,
2,NY Islanders Islanders (NYI),2015020167,R,2015,November,home,False,1,30,44,0,0,3,0,45.7,12,13,24
12,Carolina Hurricanes (CAR),2008020369,R,2008,December,home,False,2,36,20,6,5,3,1,,10,10,12
8,Montreal Canadiens (MTL),2002020533,R,2002,December,away,False,2,22,1,8,4,,0,,0,0,0
53,Arizona Coyotes (ARI),2015020327,R,2015,November,home,True,4,34,23,8,3,3,1,59.1,3,8,8
4,Philadelphia Flyers (PHI),2010020473,R,2010,December,home,True,4,39,26,13,4,2,1,50.8,14,7,15
20,Calgary Flames (CGY),2005020435,R,2005,December,home,True,2,29,28,18,5,3,0,,16,9,10
52,Winnipeg Jets (WPG),2014020388,R,2014,December,home,True,6,37,26,37,3,3,0,53.7,9,4,18
30,Minnesota Wild (MIN),2002020446,R,2002,December,away,False,1,19,0,14,4,,1,,0,0,0
4,Philadelphia Flyers (PHI),2013020222,R,2013,November,away,False,1,29,35,10,4,3,1,40.8,10,4,19
30,Minnesota Wild (MIN),2001020493,R,2001,December,home,False,2,20,,12,3,,1,,,,
17,Detroit Red Wings (DET),2014020456,R,2014,December,home,False,0,30,20,6,1,3,0,47.3,10,5,11
20,Calgary Flames (CGY),2000020032,R,2000,October,home,False,1,30,,12,9,,0,,,,
16,Chicago Blackhawks (CHI),2014020200,R,2014,November,home,False,2,40,20,2,3,3,1,58.3,9,6,4
5,Pittsburgh Penguins (PIT),2005020267,R,2005,November,home,False,2,28,19,8,4,3,0,,15,6,21
25,Dallas Stars (DAL),2011020342,R,2011,November,away,True,3,35,14,11,4,3,0,47.5,3,8,11
17,Detroit Red Wings (DET),2010020328,R,2010,November,away,True,2,32,13,10,3,3,1,51.7,4,4,13
20,Calgary Flames (CGY),2008020161,R,2008,November,away,True,3,21,21,24,4,3,1,,8,0,10
14,Tampa Bay Lightning (TBL),2018020325,R,2018,November,home,True,7,33,15,8,4,3,1,60.3,8,12,7
14,Tampa Bay Lightning (TBL),2017020433,R,2017,December,home,True,5,32,17,6,5,3,1,57.4,6,7,9
15,Washington Capitals (WSH),2014020396,R,2014,December,away,True,4,29,9,8,2,2,1,50,4,11,17
14,Tampa Bay Lightning (TBL),2015020017,R,2015,October,away,True,4,31,13,4,3,2,0,40.7,4,2,13
4,Philadelphia Flyers (PHI),2007020107,R,2007,October,home,True,3,30,11,10,4,,1,,8,9,9
21,Colorado Avalanche (COL),2013020112,R,2013,October,away,True,4,26,18,21,3,3,1,47.7,8,1,12
3,NY Rangers Rangers (NYR),2014020446,R,2014,December,away,True,5,23,16,2,0,2,0,46.6,3,7,17
14,Tampa Bay Lightning (TBL),2009020433,R,2009,December,home,False,0,26,20,16,3,2,0,,5,8,6
30,Minnesota Wild (MIN),2009020424,R,2009,December,away,True,5,39,8,10,4,2,2,,6,15,16
5,Pittsburgh Penguins (PIT),2002020239,R,2002,November,away,False,1,24,0,14,3,,0,,0,0,0
29,Columbus Blue Jackets (CBJ),2014020350,R,2014,November,away,False,1,22,25,8,4,3,1,53,9,4,21
21,Colorado Avalanche (COL),2013020351,R,2013,November,away,True,1,33,34,8,3,2,0,51.1,10,5,15
20,Calgary Flames (CGY),2008020322,R,2008,November,away,True,4,33,21,13,2,3,1,,3,11,9
21,Colorado Avalanche (COL),2018020381,R,2018,November,home,True,6,26,21,8,1,3,0,52.6,3,7,17
14,Tampa Bay Lightning (TBL),2013020340,R,2013,November,away,False,0,31,23,20,6,1,0,44.1,4,1,10
12,Carolina Hurricanes (CAR),2010020374,R,2010,December,home,True,2,30,46,6,2,0,0,39.3,8,10,16
13,Florida Panthers (FLA),2007020044,R,2007,October,away,False,1,31,12,12,5,,0,,4,0,7
27,Phoenix Coyotes (PHX),2002020224,R,2002,November,away,False,2,29,3,15,2,,0,,0,0,0
5,Pittsburgh Penguins (PIT),2001020358,R,2001,November,home,True,6,17,,11,2,,1,,,,
10,Toronto Maple Leafs (TOR),2014020512,R,2014,December,away,True,4,26,19,19,5,3,1,46.5,12,5,17
17,Detroit Red Wings (DET),2005020196,R,2005,November,home,False,3,38,17,8,6,0,2,,9,4,12
7,Buffalo Sabres (BUF),2010020211,R,2010,November,away,True,4,42,9,4,2,3,0,36.7,7,8,6
6,Boston Bruins (BOS),2007020576,R,2007,December,home,True,5,37,14,10,4,,3,,6,5,5
2,NY Islanders Islanders (NYI),2011020326,R,2011,November,away,True,3,26,8,6,2,2,0,53.8,3,4,8
13,Florida Panthers (FLA),2014020527,R,2014,December,home,True,6,34,26,8,3,2,1,67.2,1,6,10
12,Carolina Hurricanes (CAR),2005020552,R,2005,December,home,False,3,28,15,8,7,3,2,,2,9,17
21,Colorado Avalanche (COL),2005020261,R,2005,November,away,False,3,30,14,12,9,2,1,,6,1,13
28,San Jose Sharks (SJS),2010020548,R,2010,December,away,False,3,32,19,10,4,3,2,51,3,6,9
30,Minnesota Wild (MIN),2002020498,R,2002,December,away,False,2,47,3,4,5,,1,,0,0,0
6,Boston Bruins (BOS),2008020460,R,2008,December,home,True,8,27,22,22,6,3,4,,3,5,11
15,Washington Capitals (WSH),2008020356,R,2008,December,home,False,3,26,14,8,4,3,2,,20,9,14
2,NY Islanders Islanders (NYI),2006020301,R,2006,November,away,False,2,21,36,12,6,2,1,,10,6,16
5,Pittsburgh Penguins (PIT),2010020451,R,2010,December,home,False,1,28,24,11,3,3,0,59.3,8,2,9
14,Tampa Bay Lightning (TBL),2008020397,R,2008,December,away,False,3,29,17,12,4,3,0,,1,0,7
24,Anaheim Ducks (ANA),2011020048,R,2011,October,home,True,1,23,24,10,2,3,0,36.4,5,4,19
21,Colorado Avalanche (COL),2005020443,R,2005,December,home,False,2,24,12,18,7,3,2,,5,25,18
20,Calgary Flames (CGY),2017020506,R,2017,December,home,False,0,32,14,25,5,3,0,52.7,10,6,13
5,Pittsburgh Penguins (PIT),2016020483,R,2016,December,home,True,7,47,29,6,5,3,3,48.3,7,2,12
24,Anaheim Ducks (ANA),2009020392,R,2009,December,home,False,3,30,38,15,4,2,1,,13,6,9
20,Calgary Flames (CGY),2002020546,R,2002,December,home,True,4,32,6,6,2,,0,,0,0,0
26,Los Angeles Kings (LAK),2003020042,R,2003,October,home,True,4,27,18,14,9,3,3,,12,3,8
23,Vancouver Canucks (VAN),2013020537,R,2013,December,away,True,2,24,32,8,4,2,0,51,2,2,12
18,Nashville Predators (NSH),2014020429,R,2014,December,away,True,5,38,18,6,5,3,1,48.3,5,6,16
12,Carolina Hurricanes (CAR),2017020194,R,2017,November,away,False,3,60,15,4,2,3,0,53.5,3,9,10
21,Colorado Avalanche (COL),2005020281,R,2005,November,away,True,3,33,10,10,8,3,1,,5,8,14
14,Tampa Bay Lightning (TBL),2016020019,R,2016,October,home,True,3,34,27,10,3,1,0,51.8,7,11,11
12,Carolina Hurricanes (CAR),2005020365,R,2005,November,away,True,4,23,16,10,5,3,2,,8,4,7
29,Columbus Blue Jackets (CBJ),2016020309,R,2016,November,away,True,5,38,24,6,2,3,1,49.2,6,8,10
53,Arizona Coyotes (ARI),2018020506,R,2018,December,away,False,0,23,32,12,2,3,0,46.3,6,15,10
16,Chicago Blackhawks (CHI),2015020333,R,2015,November,away,True,3,32,11,8,4,3,1,41.9,12,7,17
25,Dallas Stars (DAL),2007020243,R,2007,November,away,False,5,25,30,8,3,,2,,12,7,13
13,Florida Panthers (FLA),2014020382,R,2014,December,home,False,3,55,29,9,5,1,1,62.7,5,7,8
29,Columbus Blue Jackets (CBJ),2007020565,R,2007,December,home,True,4,23,18,13,6,,1,,2,3,11
10,Toronto Maple Leafs (TOR),2006020469,R,2006,December,away,True,4,25,42,16,7,0,2,,0,6,11
17,Detroit Red Wings (DET),2011020505,R,2011,December,away,False,2,31,8,6,2,1,0,60.9,3,5,11
20,Calgary Flames (CGY),2010020075,R,2010,October,away,True,1,35,23,10,2,3,0,46.8,6,10,11
8,Montreal Canadiens (MTL),2006020168,R,2006,November,home,True,4,29,20,14,5,2,0,,9,15,21
4,Philadelphia Flyers (PHI),2002020096,R,2002,October,home,True,6,41,0,8,2,,1,,0,0,0
54,Vegas Golden Knights (VGK),2017020077,R,2017,October,home,True,3,26,19,6,4,3,0,66.7,8,19,10
4,Philadelphia Flyers (PHI),2018020561,R,2018,December,away,True,2,31,28,4,2,3,1,54.8,12,7,10
20,Calgary Flames (CGY),2010020404,R,2010,December,home,True,4,19,13,4,4,3,1,40.7,14,8,13
8,Montreal Canadiens (MTL),2018020022,R,2018,October,away,True,5,29,32,6,3,3,0,39.7,2,9,22
24,Anaheim Ducks (ANA),2008020030,R,2008,October,home,False,2,35,28,48,4,2,0,,13,6,7
5,Pittsburgh Penguins (PIT),2010020259,R,2010,November,home,True,3,29,27,15,2,3,0,40,9,7,21
4,Philadelphia Flyers (PHI),2001020290,R,2001,November,away,True,3,25,,2,2,,0,,,,
13,Florida Panthers (FLA),2001020007,R,2001,October,away,False,2,34,,18,5,,0,,,,
1,New Jersey Devils (NJD),2015020445,R,2015,December,away,False,0,27,18,25,3,3,0,33.3,9,9,14
7,Buffalo Sabres (BUF),2017020367,R,2017,November,home,False,0,34,23,6,3,1,0,55.6,5,5,9
21,Colorado Avalanche (COL),2013020107,R,2013,October,home,False,2,40,24,26,5,3,2,53.7,6,7,16
23,Vancouver Canucks (VAN),2013020254,R,2013,November,away,False,1,26,34,13,2,3,0,49.1,5,1,15
28,San Jose Sharks (SJS),2010020265,R,2010,November,away,False,3,43,18,4,5,3,0,63.1,5,7,13
29,Columbus Blue Jackets (CBJ),2011020059,R,2011,October,away,False,2,15,27,10,5,3,1,47.3,10,9,14
13,Florida Panthers (FLA),2016020068,R,2016,October,home,True,5,38,16,11,6,3,1,50.8,7,7,4
26,Los Angeles Kings (LAK),2000020211,R,2000,November,home,False,3,29,,4,4,,1,,,,
29,Columbus Blue Jackets (CBJ),2003020062,R,2003,October,away,False,2,28,17,19,5,2,1,,15,8,7
7,Buffalo Sabres (BUF),2000020467,R,2000,December,home,True,3,22,,17,4,,0,,,,
23,Vancouver Canucks (VAN),2010020033,R,2010,October,home,True,2,35,23,6,0,3,0,59.3,5,6,25
8,Montreal Canadiens (MTL),2000020054,R,2000,October,home,True,5,28,,14,8,,1,,,,
8,Montreal Canadiens (MTL),2013020315,R,2013,November,home,True,6,28,21,11,5,3,2,44.4,12,4,23
22,Edmonton Oilers (EDM),2009020147,R,2009,October,away,False,0,27,16,13,6,2,0,,10,2,9
10,Toronto Maple Leafs (TOR),2007020561,R,2007,December,home,False,1,28,12,35,2,,0,,13,3,15
16,Chicago Blackhawks (CHI),2006020489,R,2006,December,home,True,2,25,14,6,3,2,1,,4,6,19
52,Winnipeg Jets (WPG),2014020261,R,2014,November,away,False,3,25,30,21,8,3,0,45.2,7,2,9
6,Boston Bruins (BOS),2016020413,R,2016,December,home,False,1,33,27,4,1,3,0,54.7,7,8,6
28,San Jose Sharks (SJS),2008020485,R,2008,December,home,True,3,30,38,4,5,2,2,,13,9,20
16,Chicago Blackhawks (CHI),2000020231,R,2000,November,home,False,2,24,,10,4,,0,,,,
